date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:07	28685/28685	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:46%20GMT	http://che.uop.edu.pk/science-introduction.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/science-introduction.html	(from http://che.uop.edu.pk/)
11:24:07	26900/26900	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:47%20GMT	http://che.uop.edu.pk/urdu-islamiyat-introduction.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/urdu-islamiyat-introduction.html	(from http://che.uop.edu.pk/)
11:24:09	27248/27248	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:48%20GMT	http://che.uop.edu.pk/bsc.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc.html	(from http://che.uop.edu.pk/)
11:24:09	26672/26672	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:48%20GMT	http://che.uop.edu.pk/bsc-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:09	26658/26658	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:50%20GMT	http://che.uop.edu.pk/bsc-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:13	22231/22231	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:52%20GMT	http://che.uop.edu.pk/bsc-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc-merit-list.html	(from http://che.uop.edu.pk/)
11:24:13	22235/22235	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:52%20GMT	http://che.uop.edu.pk/bsc-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:13	28103/28103	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:51%20GMT	http://che.uop.edu.pk/bsc-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bsc-uniform.html	(from http://che.uop.edu.pk/)
11:24:13	27282/27282	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:53%20GMT	http://che.uop.edu.pk/fsc.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc.html	(from http://che.uop.edu.pk/)
11:24:15	27113/27113	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:55%20GMT	http://che.uop.edu.pk/fsc-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:16	29314/29314	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:56%20GMT	http://che.uop.edu.pk/fsc-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:17	23528/23528	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:57%20GMT	http://che.uop.edu.pk/fsc-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc-merit-list.html	(from http://che.uop.edu.pk/)
11:24:17	28089/28089	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:56%20GMT	http://che.uop.edu.pk/fsc-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc-uniform.html	(from http://che.uop.edu.pk/)
11:24:18	22235/22235	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:58%20GMT	http://che.uop.edu.pk/fsc-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/fsc-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:20	27314/27314	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:35:59%20GMT	http://che.uop.edu.pk/bs-hons.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons.html	(from http://che.uop.edu.pk/)
11:24:22	27123/27123	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:00%20GMT	http://che.uop.edu.pk/bs-hons-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:23	43408/43408	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:00%20GMT	http://che.uop.edu.pk/bs-hons-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:23	23555/23555	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:03%20GMT	http://che.uop.edu.pk/bs-hons-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons-merit-list.html	(from http://che.uop.edu.pk/)
11:24:23	27751/27751	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:01%20GMT	http://che.uop.edu.pk/bs-hons-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons-uniform.html	(from http://che.uop.edu.pk/)
11:24:23	22247/22247	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:04%20GMT	http://che.uop.edu.pk/bs-hons-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/bs-hons-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:26	26649/26649	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:06%20GMT	http://che.uop.edu.pk/msc-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:27	27282/27282	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:06%20GMT	http://che.uop.edu.pk/msc.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc.html	(from http://che.uop.edu.pk/)
11:24:29	33976/33976	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:06%20GMT	http://che.uop.edu.pk/msc-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:29	27608/27608	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:08%20GMT	http://che.uop.edu.pk/msc-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc-uniform.html	(from http://che.uop.edu.pk/)
11:24:29	22231/22231	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:09%20GMT	http://che.uop.edu.pk/msc-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc-merit-list.html	(from http://che.uop.edu.pk/)
11:24:29	22235/22235	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:10%20GMT	http://che.uop.edu.pk/msc-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/msc-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:32	27151/27151	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:12%20GMT	http://che.uop.edu.pk/mphil-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:32	27296/27296	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:11%20GMT	http://che.uop.edu.pk/mphil.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil.html	(from http://che.uop.edu.pk/)
11:24:33	29676/29676	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:12%20GMT	http://che.uop.edu.pk/mphil-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:36	26850/26850	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:14%20GMT	http://che.uop.edu.pk/mphil-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil-uniform.html	(from http://che.uop.edu.pk/)
11:24:36	22236/22236	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:15%20GMT	http://che.uop.edu.pk/mphil-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil-merit-list.html	(from http://che.uop.edu.pk/)
11:24:36	22240/22240	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:16%20GMT	http://che.uop.edu.pk/mphil-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/mphil-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:38	27282/27282	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:17%20GMT	http://che.uop.edu.pk/phd.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd.html	(from http://che.uop.edu.pk/)
11:24:39	27148/27148	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:18%20GMT	http://che.uop.edu.pk/phd-fee-structure.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd-fee-structure.html	(from http://che.uop.edu.pk/)
11:24:41	29022/29022	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:19%20GMT	http://che.uop.edu.pk/phd-eligibility-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd-eligibility-rules.html	(from http://che.uop.edu.pk/)
11:24:41	26845/26845	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:20%20GMT	http://che.uop.edu.pk/phd-uniform.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd-uniform.html	(from http://che.uop.edu.pk/)
11:24:41	22231/22231	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:21%20GMT	http://che.uop.edu.pk/phd-merit-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd-merit-list.html	(from http://che.uop.edu.pk/)
11:24:42	22235/22235	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:22%20GMT	http://che.uop.edu.pk/phd-waiting-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/phd-waiting-list.html	(from http://che.uop.edu.pk/)
11:24:46	30207/30207	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:24%20GMT	http://che.uop.edu.pk/datesheet.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/datesheet.html	(from http://che.uop.edu.pk/)
11:24:46	59541/59541	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:23%20GMT	http://che.uop.edu.pk/examination-rules.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/examination-rules.html	(from http://che.uop.edu.pk/)
11:24:46	28856/28856	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:25%20GMT	http://che.uop.edu.pk/results.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/results.html	(from http://che.uop.edu.pk/)
11:24:46	28059/28059	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:25%20GMT	http://che.uop.edu.pk/convocation.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/convocation.html	(from http://che.uop.edu.pk/)
11:24:51	35559/35559	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:29%20GMT	http://che.uop.edu.pk/faculty-art-and-design.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-art-and-design.html	(from http://che.uop.edu.pk/)
11:24:51	40744/40744	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:28%20GMT	http://che.uop.edu.pk/college-faculty.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/college-faculty.html	(from http://che.uop.edu.pk/)
11:24:51	35621/35621	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:30%20GMT	http://che.uop.edu.pk/faculty-human-development-and-family-studies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-human-development-and-family-studies.html	(from http://che.uop.edu.pk/)
11:24:51	35679/35679	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:29%20GMT	http://che.uop.edu.pk/faculty-food-and-nutrition-sciences.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-food-and-nutrition-sciences.html	(from http://che.uop.edu.pk/)
11:24:56	35641/35641	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:33%20GMT	http://che.uop.edu.pk/faculty-resource-and-facility-management.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-resource-and-facility-management.html	(from http://che.uop.edu.pk/)
11:24:56	33004/33004	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:35%20GMT	http://che.uop.edu.pk/faculty-science.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-science.html	(from http://che.uop.edu.pk/)
11:24:56	36922/36922	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:34%20GMT	http://che.uop.edu.pk/faculty-textile-and-clothing.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-textile-and-clothing.html	(from http://che.uop.edu.pk/)
11:24:56	31831/31831	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:36%20GMT	http://che.uop.edu.pk/faculty-computer-studies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-computer-studies.html	(from http://che.uop.edu.pk/)
11:25:00	30514/30514	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:38%20GMT	http://che.uop.edu.pk/faculty-english.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-english.html	(from http://che.uop.edu.pk/)
11:25:00	30557/30557	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:39%20GMT	http://che.uop.edu.pk/faculty-pak-studies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-pak-studies.html	(from http://che.uop.edu.pk/)
11:25:00	29239/29239	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:39%20GMT	http://che.uop.edu.pk/faculty-urdu.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-urdu.html	(from http://che.uop.edu.pk/)
11:25:00	29232/29232	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:40%20GMT	http://che.uop.edu.pk/faculty-islamiyat.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-islamiyat.html	(from http://che.uop.edu.pk/)
11:25:04	28661/28661	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:42%20GMT	http://che.uop.edu.pk/faculty-login.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/faculty-login.html	(from http://che.uop.edu.pk/)
11:25:04	26634/26634	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:43%20GMT	http://che.uop.edu.pk/students-society-members.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/students-society-members.html	(from http://che.uop.edu.pk/)
11:25:04	27377/27377	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:43%20GMT	http://che.uop.edu.pk/students-societies.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/students-societies.html	(from http://che.uop.edu.pk/)
11:25:04	28268/28268	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:44%20GMT	http://che.uop.edu.pk/students-academic-visits.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/students-academic-visits.html	(from http://che.uop.edu.pk/)
11:25:07	26687/26687	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:47%20GMT	http://che.uop.edu.pk/students-recreational-trips.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/students-recreational-trips.html	(from http://che.uop.edu.pk/)
11:25:08	28413/28413	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:47%20GMT	http://che.uop.edu.pk/facilities-bookshop.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-bookshop.html	(from http://che.uop.edu.pk/)
11:25:09	29447/29447	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:47%20GMT	http://che.uop.edu.pk/facilities-canteen.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-canteen.html	(from http://che.uop.edu.pk/)
11:25:11	29486/29486	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:49%20GMT	http://che.uop.edu.pk/facilities-daycare.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-daycare.html	(from http://che.uop.edu.pk/)
11:25:13	28418/28418	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:50%20GMT	http://che.uop.edu.pk/facilities-first-aid-room.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-first-aid-room.html	(from http://che.uop.edu.pk/)
11:25:13	29307/29307	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:51%20GMT	http://che.uop.edu.pk/facilities-generators.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-generators.html	(from http://che.uop.edu.pk/)
11:25:13	50452/50452	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:52%20GMT	http://che.uop.edu.pk/facilities-home-management-residence.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-home-management-residence.html	(from http://che.uop.edu.pk/)
11:25:13	29938/29938	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:53%20GMT	http://che.uop.edu.pk/facilities-hostel.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-hostel.html	(from http://che.uop.edu.pk/)
11:25:16	29481/29481	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:56%20GMT	http://che.uop.edu.pk/facilities-internet.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-internet.html	(from http://che.uop.edu.pk/)
11:25:16	29916/29916	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:56%20GMT	http://che.uop.edu.pk/facilities-library.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-library.html	(from http://che.uop.edu.pk/)
11:25:18	28410/28410	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:57%20GMT	http://che.uop.edu.pk/facilities-mosque.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-mosque.html	(from http://che.uop.edu.pk/)
11:25:18	29619/29619	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:57%20GMT	http://che.uop.edu.pk/facilities-nursery.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-nursery.html	(from http://che.uop.edu.pk/)
11:25:18	29622/29622	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:59%20GMT	http://che.uop.edu.pk/facilities-photocopier.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-photocopier.html	(from http://che.uop.edu.pk/)
11:25:19	28414/28414	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:36:59%20GMT	http://che.uop.edu.pk/facilities-playgroup.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-playgroup.html	(from http://che.uop.edu.pk/)
11:25:21	28418/28418	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:00%20GMT	http://che.uop.edu.pk/facilities-preplaygroup.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-preplaygroup.html	(from http://che.uop.edu.pk/)
11:25:22	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2027%20Nov%202024%2005:37:04%20GMT	http://che.uop.edu.pk/alumni-profile.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/alumni-profile.php	(from http://che.uop.edu.pk/)
11:25:22	31684/31684	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:01%20GMT	http://che.uop.edu.pk/facilities-transport.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/facilities-transport.html	(from http://che.uop.edu.pk/)
11:25:24	28421/28421	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:02%20GMT	http://che.uop.edu.pk/pfhe.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/pfhe.html	(from http://che.uop.edu.pk/)
11:25:26	58155/58155	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:02%20GMT	http://che.uop.edu.pk/alumni-list.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/alumni-list.html	(from http://che.uop.edu.pk/)
11:25:26	28172/28172	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2005:37:04%20GMT	http://che.uop.edu.pk/alumni-login.php	C:/My%20Web%20Sites/che.uop.edu.pk/che.uop.edu.pk/alumni-login.html	(from http://che.uop.edu.pk/)
